ds,y,vix
2019-01-28 10:00:00,3427.08,38.808
2019-01-28 11:00:00,3416.15,38.667
2019-01-28 12:00:00,3411.08,38.808
2019-01-28 13:00:00,3414.13,38.808
2019-01-28 14:00:00,3414.08,38.808
2019-01-28 15:00:00,3402.66,38.808
2019-01-28 16:00:00,3416.44,38.808
2019-01-28 17:00:00,3414.46,38.808
2019-01-28 18:00:00,3418.74,38.808
2019-01-28 19:00:00,3414.26,38.808
2019-01-28 20:00:00,3419.32,38.808
2019-01-28 21:00:00,3419.16,38.808
2019-01-28 22:00:00,3423.72,38.808
2019-01-28 23:00:00,3438.07,38.808
2019-01-29 00:00:00,3434.5,38.808
2019-01-29 01:00:00,3421.17,38.808
2019-01-29 02:00:00,3419.7,38.808
2019-01-29 03:00:00,3411.33,38.808
2019-01-29 04:00:00,3406.99,38.808
2019-01-29 05:00:00,3392.22,38.808
2019-01-29 06:00:00,3386.74,38.147
2019-01-29 07:00:00,3351.03,39.127
2019-01-29 08:00:00,3375.12,38.27
2019-01-29 09:00:00,3383.95,38.137
2019-01-29 10:00:00,3381.91,38.067
2019-01-29 11:00:00,3378.63,38.838
2019-01-29 12:00:00,3384.42,38.667
2019-01-29 13:00:00,3396.13,38.667
2019-01-29 14:00:00,3398.11,38.667
2019-01-29 15:00:00,3398.99,38.667
2019-01-29 16:00:00,3410.45,38.667
2019-01-29 17:00:00,3402.06,38.667
2019-01-29 18:00:00,3396.03,38.667
2019-01-29 19:00:00,3403.95,38.667
2019-01-29 20:00:00,3412.17,38.667
2019-01-29 21:00:00,3401.78,38.667
2019-01-29 22:00:00,3398.28,38.667
2019-01-29 23:00:00,3393.91,38.667
2019-01-30 00:00:00,3380.89,38.667
2019-01-30 01:00:00,3385.24,38.667
2019-01-30 02:00:00,3392.79,38.667
2019-01-30 03:00:00,3405.2,38.667
2019-01-30 04:00:00,3416.69,38.667
2019-01-30 05:00:00,3422.68,38.667
2019-01-30 06:00:00,3413.58,38.667
2019-01-30 07:00:00,3408.86,38.667
2019-01-30 08:00:00,3415.7,38.667
2019-01-30 09:00:00,3414.3,38.667
2019-01-30 10:00:00,3419.69,38.667
2019-01-30 11:00:00,3420.39,38.667
2019-01-30 12:00:00,3438.54,38.667
2019-01-30 13:00:00,3445.95,38.667
2019-01-30 14:00:00,3437.2,38.667
2019-01-30 15:00:00,3438.45,38.667
2019-01-30 16:00:00,3440.45,38.667
2019-01-30 17:00:00,3442.29,38.667
2019-01-30 18:00:00,3449.74,38.667
2019-01-30 19:00:00,3439.52,38.667
2019-01-30 20:00:00,3433.79,38.667
2019-01-30 21:00:00,3433.03,38.667
2019-01-30 22:00:00,3439.51,38.667
2019-01-30 23:00:00,3436.39,38.667
2019-01-31 00:00:00,3451.53,38.667
2019-01-31 01:00:00,3456.37,38.667
2019-01-31 02:00:00,3451.03,38.667
2019-01-31 03:00:00,3450,38.667
2019-01-31 04:00:00,3444.07,38.667
2019-01-31 05:00:00,3445.53,38.667
2019-01-31 06:00:00,3447.39,38.667
2019-01-31 07:00:00,3446.95,38.667
2019-01-31 08:00:00,3425.14,38.667
2019-01-31 09:00:00,3410.33,38.667
2019-01-31 10:00:00,3409.66,38.667
2019-01-31 11:00:00,3406.08,38.667
2019-01-31 12:00:00,3412.63,38.667
2019-01-31 13:00:00,3414.43,38.667
2019-01-31 14:00:00,3409.92,38.667
2019-01-31 15:00:00,3412.29,38.667
2019-01-31 16:00:00,3410.72,38.667
2019-01-31 17:00:00,3408.17,38.667
2019-01-31 18:00:00,3402.06,38.667
2019-01-31 19:00:00,3409.2,38.667
2019-01-31 20:00:00,3420.6,38.667
2019-01-31 21:00:00,3418.44,38.667
2019-01-31 22:00:00,3420.69,38.667
2019-01-31 23:00:00,3410.83,38.667
2019-02-01 00:00:00,3413.16,38.667
2019-02-01 01:00:00,3390.14,38.667
2019-02-01 02:00:00,3386.9,38.667
2019-02-01 03:00:00,3392.32,38.667
2019-02-01 04:00:00,3391.11,38.667
2019-02-01 05:00:00,3391.56,38.667
2019-02-01 06:00:00,3389.4,38.667
2019-02-01 07:00:00,3381.21,38.667
2019-02-01 08:00:00,3391.24,38.667
2019-02-01 09:00:00,3396.24,38.667
2019-02-01 10:00:00,3396.76,38.667
2019-02-01 11:00:00,3421.83,38.667
2019-02-01 12:00:00,3430.63,38.667
2019-02-01 13:00:00,3431.97,38.667
2019-02-01 14:00:00,3436.04,38.667
2019-02-01 15:00:00,3429.07,38.667
2019-02-01 16:00:00,3424.63,38.667
2019-02-01 17:00:00,3429.49,38.667
2019-02-01 18:00:00,3435.5,38.667
2019-02-01 19:00:00,3446.06,38.667
2019-02-01 20:00:00,3445.79,38.667
2019-02-01 21:00:00,3443.81,38.667
2019-02-01 22:00:00,3443.55,38.667
2019-02-01 23:00:00,3444.77,38.667
2019-02-02 00:00:00,3435.74,38.667
2019-02-02 01:00:00,3429.84,38.667
2019-02-02 02:00:00,3435.38,38.667
2019-02-02 03:00:00,3438.25,38.667
2019-02-02 04:00:00,3435.19,38.667
2019-02-02 05:00:00,3420.43,38.667
2019-02-02 06:00:00,3415.39,38.667
2019-02-02 07:00:00,3421.46,38.667
2019-02-02 08:00:00,3418.51,38.667
2019-02-02 09:00:00,3425.01,38.667
2019-02-02 10:00:00,3434.96,38.667
2019-02-02 11:00:00,3439.97,38.667
2019-02-02 12:00:00,3439.74,38.667
2019-02-02 13:00:00,3436.17,38.667
2019-02-02 14:00:00,3432.48,38.667
2019-02-02 15:00:00,3430.46,38.667
2019-02-02 16:00:00,3425.14,38.667
2019-02-02 17:00:00,3427.17,38.667
2019-02-02 18:00:00,3428.51,38.667
2019-02-02 19:00:00,3436.86,38.667
2019-02-02 20:00:00,3433.93,38.667
2019-02-02 21:00:00,3432.68,38.667
2019-02-02 22:00:00,3433.96,38.667
2019-02-02 23:00:00,3460.47,38.667
2019-02-03 00:00:00,3461.55,38.667
2019-02-03 01:00:00,3448.04,38.667
2019-02-03 02:00:00,3439.99,38.667
2019-02-03 03:00:00,3441.38,38.667
2019-02-03 04:00:00,3439.89,38.667
2019-02-03 05:00:00,3440.02,38.667
2019-02-03 06:00:00,3436.03,38.667
2019-02-03 07:00:00,3424.47,38.667
2019-02-03 08:00:00,3416.67,38.667
2019-02-03 09:00:00,3418.3,38.667
2019-02-03 10:00:00,3422.88,38.667
2019-02-03 11:00:00,3420.05,38.667
2019-02-03 12:00:00,3420.69,38.667
2019-02-03 13:00:00,3426.76,38.667
2019-02-03 14:00:00,3421.78,38.667
2019-02-03 15:00:00,3416.81,38.667
2019-02-03 16:00:00,3423.17,38.667
2019-02-03 17:00:00,3422.58,38.667
2019-02-03 18:00:00,3421.64,38.667
2019-02-03 19:00:00,3406.39,38.667
2019-02-03 20:00:00,3401.2,38.667
2019-02-03 21:00:00,3394.56,38.667
2019-02-03 22:00:00,3396.54,38.667
2019-02-03 23:00:00,3410.51,38.667
2019-02-04 00:00:00,3419.98,38.667
2019-02-04 01:00:00,3416.64,38.667
2019-02-04 02:00:00,3416.09,38.667
2019-02-04 03:00:00,3413.51,38.667
2019-02-04 04:00:00,3417.14,38.667
2019-02-04 05:00:00,3413.45,38.667
2019-02-04 06:00:00,3419.2,38.667
2019-02-04 07:00:00,3418.1,38.667
2019-02-04 08:00:00,3427.49,38.667
2019-02-04 09:00:00,3411.42,38.667
2019-02-04 10:00:00,3407.6,38.667
2019-02-04 11:00:00,3406.01,38.667
2019-02-04 12:00:00,3403.12,38.667
2019-02-04 13:00:00,3407.31,38.667
2019-02-04 14:00:00,3410.02,38.667
2019-02-04 15:00:00,3409.37,38.667
2019-02-04 16:00:00,3414.08,38.667
2019-02-04 17:00:00,3413.03,38.667
2019-02-04 18:00:00,3417.4,38.667
2019-02-04 19:00:00,3416.82,38.667
2019-02-04 20:00:00,3418.29,38.667
2019-02-04 21:00:00,3418.54,38.667
2019-02-04 22:00:00,3413.42,38.667
2019-02-04 23:00:00,3410.13,38.667
2019-02-05 00:00:00,3407.54,38.667
2019-02-05 01:00:00,3406.08,38.667
2019-02-05 02:00:00,3409.74,38.667
2019-02-05 03:00:00,3412.94,38.667
2019-02-05 04:00:00,3414.7,38.667
2019-02-05 05:00:00,3416.56,38.667
2019-02-05 06:00:00,3418.31,38.667
2019-02-05 07:00:00,3416.57,38.667
2019-02-05 08:00:00,3417.43,38.667
2019-02-05 09:00:00,3426.29,38.667
2019-02-05 10:00:00,3425.43,38.667
2019-02-05 11:00:00,3422.01,38.667
2019-02-05 12:00:00,3424.94,38.667
2019-02-05 13:00:00,3423.6,38.667
2019-02-05 14:00:00,3423.08,38.667
2019-02-05 15:00:00,3416.28,38.667
2019-02-05 16:00:00,3418.12,38.667
2019-02-05 17:00:00,3421,38.667
2019-02-05 18:00:00,3426.92,38.667
2019-02-05 19:00:00,3424.43,38.667
2019-02-05 20:00:00,3428.03,38.667
2019-02-05 21:00:00,3423.2,38.667
2019-02-05 22:00:00,3422.93,38.667
2019-02-05 23:00:00,3426.85,38.667
2019-02-06 00:00:00,3427.57,38.667
2019-02-06 01:00:00,3381.93,38.667
2019-02-06 02:00:00,3377.6,38.667
2019-02-06 03:00:00,3377.08,38.667
2019-02-06 04:00:00,3369.56,38.667
2019-02-06 05:00:00,3372.03,38.667
2019-02-06 06:00:00,3373.28,38.667
2019-02-06 07:00:00,3376.84,38.667
2019-02-06 08:00:00,3373.92,38.667
2019-02-06 09:00:00,3369.37,38.667
2019-02-06 10:00:00,3365.67,38.667
2019-02-06 11:00:00,3367.19,38.667
2019-02-06 12:00:00,3366.2,38.667
2019-02-06 13:00:00,3364.58,38.667
2019-02-06 14:00:00,3364.5,38.667
2019-02-06 15:00:00,3356.55,38.667
2019-02-06 16:00:00,3373.01,38.667
2019-02-06 17:00:00,3365.15,38.667
2019-02-06 18:00:00,3361.02,38.667
2019-02-06 19:00:00,3362.08,38.667
2019-02-06 20:00:00,3363.14,38.667
2019-02-06 21:00:00,3361.79,38.667
2019-02-06 22:00:00,3369.71,38.667
2019-02-06 23:00:00,3367.67,38.667
2019-02-07 00:00:00,3364.66,38.667
2019-02-07 01:00:00,3369.45,38.667
2019-02-07 02:00:00,3369.67,38.667
2019-02-07 03:00:00,3370.85,38.667
2019-02-07 04:00:00,3373.19,38.667
2019-02-07 05:00:00,3370.88,38.667
2019-02-07 06:00:00,3369.68,38.667
2019-02-07 07:00:00,3370.26,38.667
2019-02-07 08:00:00,3372.39,38.667
2019-02-07 09:00:00,3374.2,38.667
2019-02-07 10:00:00,3377.52,38.667
2019-02-07 11:00:00,3374.44,38.667
2019-02-07 12:00:00,3364.43,38.667
2019-02-07 13:00:00,3366.38,38.667
2019-02-07 14:00:00,3361.58,38.667
2019-02-07 15:00:00,3362.3,38.667
2019-02-07 16:00:00,3364.97,38.667
2019-02-07 17:00:00,3358.84,38.667
2019-02-07 18:00:00,3361.33,38.667
2019-02-07 19:00:00,3357.58,38.667
2019-02-07 20:00:00,3356.36,38.667
2019-02-07 21:00:00,3360.57,38.667
2019-02-07 22:00:00,3362.73,38.667
2019-02-07 23:00:00,3359.02,38.667
2019-02-08 00:00:00,3358.22,38.667
2019-02-08 01:00:00,3356.57,38.667
2019-02-08 02:00:00,3351.73,38.667
2019-02-08 03:00:00,3357.83,38.667
2019-02-08 04:00:00,3358.8,38.667
2019-02-08 05:00:00,3362,38.667
2019-02-08 06:00:00,3365.46,38.667
2019-02-08 07:00:00,3358.05,38.667
2019-02-08 08:00:00,3366.8,38.667
2019-02-08 09:00:00,3390.32,38.667
2019-02-08 10:00:00,3386.91,38.667
2019-02-08 11:00:00,3390.15,38.667
2019-02-08 12:00:00,3395.15,38.667
2019-02-08 13:00:00,3397.29,38.667
2019-02-08 14:00:00,3411.35,38.667
2019-02-08 15:00:00,3430.28,38.667
2019-02-08 16:00:00,3552.19,38.667
2019-02-08 17:00:00,3638.17,38.667
2019-02-08 18:00:00,3623.89,38.667
2019-02-08 19:00:00,3629.17,38.667
2019-02-08 20:00:00,3629.47,38.667
2019-02-08 21:00:00,3605.85,38.667
2019-02-08 22:00:00,3597.41,38.667
2019-02-08 23:00:00,3614.89,38.667
2019-02-09 00:00:00,3621.33,38.667
2019-02-09 01:00:00,3613.52,38.667
2019-02-09 02:00:00,3607.8,38.667
2019-02-09 03:00:00,3605.18,38.667
2019-02-09 04:00:00,3611.7,38.667
2019-02-09 05:00:00,3609.92,38.667
2019-02-09 06:00:00,3608.55,38.667
2019-02-09 07:00:00,3615.83,38.667
2019-02-09 08:00:00,3626.12,38.667
2019-02-09 09:00:00,3624.39,38.667
2019-02-09 10:00:00,3628.19,38.667
2019-02-09 11:00:00,3623.56,38.667
2019-02-09 12:00:00,3617.61,38.667
2019-02-09 13:00:00,3619.79,38.667
2019-02-09 14:00:00,3623.15,38.667
2019-02-09 15:00:00,3611.6,38.667
2019-02-09 16:00:00,3604.77,38.667
2019-02-09 17:00:00,3601.47,38.667
2019-02-09 18:00:00,3603.23,38.667
2019-02-09 19:00:00,3610.13,38.667
2019-02-09 20:00:00,3614.42,38.667
2019-02-09 21:00:00,3617.85,38.667
2019-02-09 22:00:00,3617.62,38.667
2019-02-09 23:00:00,3620.26,38.667
2019-02-10 00:00:00,3623.82,38.667
2019-02-10 01:00:00,3615.32,38.667
2019-02-10 02:00:00,3620.4,38.667
2019-02-10 03:00:00,3615.87,38.667
2019-02-10 04:00:00,3620.11,38.667
2019-02-10 05:00:00,3617.07,38.667
2019-02-10 06:00:00,3604.35,38.667
2019-02-10 07:00:00,3594.55,38.667
2019-02-10 08:00:00,3601.95,38.667
2019-02-10 09:00:00,3601.12,38.667
2019-02-10 10:00:00,3605.6,38.667
2019-02-10 11:00:00,3606.17,38.667
2019-02-10 12:00:00,3597.74,38.667
2019-02-10 13:00:00,3593.89,38.667
2019-02-10 14:00:00,3594.05,38.667
2019-02-10 15:00:00,3592.97,38.667
2019-02-10 16:00:00,3608.05,38.667
2019-02-10 17:00:00,3606.61,38.667
2019-02-10 18:00:00,3608.96,38.667
2019-02-10 19:00:00,3607.36,38.667
2019-02-10 20:00:00,3602.48,38.667
2019-02-10 21:00:00,3602.98,38.667
2019-02-10 22:00:00,3614.27,38.667
2019-02-10 23:00:00,3636.84,38.667
2019-02-11 00:00:00,3609.1,38.667
2019-02-11 01:00:00,3600.27,38.667
2019-02-11 02:00:00,3601.56,38.667
2019-02-11 03:00:00,3595.9,38.667
2019-02-11 04:00:00,3589.95,38.667
2019-02-11 05:00:00,3589.79,38.667
2019-02-11 06:00:00,3591.08,38.667
2019-02-11 07:00:00,3595.93,38.667
2019-02-11 08:00:00,3591.66,38.667
2019-02-11 09:00:00,3590.83,38.667
2019-02-11 10:00:00,3591.58,38.667
2019-02-11 11:00:00,3585.64,38.667
2019-02-11 12:00:00,3590.25,38.667
2019-02-11 13:00:00,3597.92,38.667
2019-02-11 14:00:00,3605.65,38.667
2019-02-11 15:00:00,3598.24,38.667
2019-02-11 16:00:00,3590.48,38.667
2019-02-11 17:00:00,3591,38.667
2019-02-11 18:00:00,3593.51,38.667
2019-02-11 19:00:00,3597.79,38.667
2019-02-11 20:00:00,3600.18,38.667
2019-02-11 21:00:00,3592.74,38.667
2019-02-11 22:00:00,3591.69,38.667
2019-02-11 23:00:00,3591.11,38.667
2019-02-12 00:00:00,3565.38,38.667
2019-02-12 01:00:00,3569.25,38.667
2019-02-12 02:00:00,3567.13,38.667
2019-02-12 03:00:00,3568.65,38.667
2019-02-12 04:00:00,3576.34,38.667
2019-02-12 05:00:00,3580.26,38.667
2019-02-12 06:00:00,3574.97,38.667
2019-02-12 07:00:00,3574.84,38.667
2019-02-12 08:00:00,3566.85,38.667
2019-02-12 09:00:00,3565.27,38.667
2019-02-12 10:00:00,3562.3,38.667
2019-02-12 11:00:00,3567.18,38.667
2019-02-12 12:00:00,3575.01,38.667
2019-02-12 13:00:00,3579,38.667
2019-02-12 14:00:00,3575.5,38.667
2019-02-12 15:00:00,3572.39,38.667
2019-02-12 16:00:00,3577.38,38.667
2019-02-12 17:00:00,3580.98,38.667
2019-02-12 18:00:00,3599.51,38.667
2019-02-12 19:00:00,3599.57,38.667
2019-02-12 20:00:00,3605.94,38.667
2019-02-12 21:00:00,3591.29,38.667
2019-02-12 22:00:00,3580.8,38.667
2019-02-12 23:00:00,3587.4,38.667
2019-02-13 00:00:00,3591.02,38.667
2019-02-13 01:00:00,3592.86,38.667
2019-02-13 02:00:00,3593.82,38.667
2019-02-13 03:00:00,3596.53,38.667
2019-02-13 04:00:00,3594.3,38.667
2019-02-13 05:00:00,3600.29,38.667
2019-02-13 06:00:00,3606.25,38.667
2019-02-13 07:00:00,3591.15,38.667
2019-02-13 08:00:00,3583.36,38.667
2019-02-13 09:00:00,3578.72,38.667
2019-02-13 10:00:00,3579.63,38.667
2019-02-13 11:00:00,3571.17,38.667
2019-02-13 12:00:00,3574.55,38.667
2019-02-13 13:00:00,3579.54,38.667
2019-02-13 14:00:00,3574.6,38.667
2019-02-13 15:00:00,3561.64,38.667
2019-02-13 16:00:00,3571.54,38.667
2019-02-13 17:00:00,3576.05,38.667
2019-02-13 18:00:00,3577.36,38.667
2019-02-13 19:00:00,3575.68,38.667
2019-02-13 20:00:00,3571.79,38.667
2019-02-13 21:00:00,3571.15,38.667
2019-02-13 22:00:00,3570.72,38.667
2019-02-13 23:00:00,3576.99,38.667
2019-02-14 00:00:00,3582.86,38.667
2019-02-14 01:00:00,3581.46,38.667
2019-02-14 02:00:00,3576.7,38.667
2019-02-14 03:00:00,3573.69,38.667
2019-02-14 04:00:00,3576.72,38.667
2019-02-14 05:00:00,3572.23,38.667
2019-02-14 06:00:00,3575.42,38.667
2019-02-14 07:00:00,3563.5,33.917
2019-02-14 08:00:00,3570.3,33.528
2019-02-14 09:00:00,3569,33.328
2019-02-14 10:00:00,3561.51,33.308
2019-02-14 11:00:00,3551.59,33.427
2019-02-14 12:00:00,3557.18,33.711
2019-02-14 13:00:00,3560.79,33.711
2019-02-14 14:00:00,3560.49,33.711
2019-02-14 15:00:00,3568.02,33.711
2019-02-14 16:00:00,3570.23,33.711
2019-02-14 17:00:00,3571.47,33.711
2019-02-14 18:00:00,3572.91,33.711
2019-02-14 19:00:00,3573.4,33.711
2019-02-14 20:00:00,3566.37,33.711
2019-02-14 21:00:00,3564.62,33.711
2019-02-14 22:00:00,3566.25,33.711
2019-02-14 23:00:00,3559.95,33.711
2019-02-15 00:00:00,3565.18,33.711
2019-02-15 01:00:00,3565.47,33.711
2019-02-15 02:00:00,3567.44,33.711
2019-02-15 03:00:00,3575.28,33.711
2019-02-15 04:00:00,3579.4,33.711
2019-02-15 05:00:00,3576.85,33.711
2019-02-15 06:00:00,3578.69,33.138
2019-02-15 07:00:00,3571.95,32.827
2019-02-15 08:00:00,3578.65,32.642
2019-02-15 09:00:00,3573.69,32.67
2019-02-15 10:00:00,3575.5,32.762
2019-02-15 11:00:00,3579.76,32.62
2019-02-15 12:00:00,3578.4,32.577
2019-02-15 13:00:00,3581.23,32.577
2019-02-15 14:00:00,3581.54,32.577
2019-02-15 15:00:00,3553.08,32.577
2019-02-15 16:00:00,3558.29,32.577
2019-02-15 17:00:00,3565.01,32.577
2019-02-15 18:00:00,3564.32,32.577
2019-02-15 19:00:00,3566.46,32.577
2019-02-15 20:00:00,3566.29,32.577
2019-02-15 21:00:00,3565.86,32.577
2019-02-15 22:00:00,3561.79,32.577
2019-02-15 23:00:00,3563.97,32.577
2019-02-16 00:00:00,3566.24,32.577
2019-02-16 01:00:00,3574.68,32.577
2019-02-16 02:00:00,3577.15,32.577
2019-02-16 03:00:00,3583.87,32.577
2019-02-16 04:00:00,3587.78,32.577
2019-02-16 05:00:00,3585.11,32.577
2019-02-16 06:00:00,3582.91,32.577
2019-02-16 07:00:00,3581.1,32.577
2019-02-16 08:00:00,3587.93,32.577
2019-02-16 09:00:00,3585.68,32.577
2019-02-16 10:00:00,3585.83,32.577
2019-02-16 11:00:00,3587.43,32.577
2019-02-16 12:00:00,3586.62,32.577
2019-02-16 13:00:00,3595.69,32.577
2019-02-16 14:00:00,3598.91,32.577
2019-02-16 15:00:00,3596.21,32.577
2019-02-16 16:00:00,3595.37,32.577
2019-02-16 17:00:00,3589.96,32.577
2019-02-16 18:00:00,3591.36,32.577
2019-02-16 19:00:00,3595.11,32.577
2019-02-16 20:00:00,3596.1,32.577
2019-02-16 21:00:00,3595.71,32.577
2019-02-16 22:00:00,3592.69,32.577
2019-02-16 23:00:00,3583.55,32.577
2019-02-17 00:00:00,3581.93,32.577
2019-02-17 01:00:00,3581.37,32.577
2019-02-17 02:00:00,3584.14,32.577
2019-02-17 03:00:00,3587,32.577
2019-02-17 04:00:00,3590.2,32.577
2019-02-17 05:00:00,3594,32.577
2019-02-17 06:00:00,3594.8,32.577
2019-02-17 07:00:00,3596.74,32.577
2019-02-17 08:00:00,3596.59,32.577
2019-02-17 09:00:00,3597.3,32.577
2019-02-17 10:00:00,3618.92,32.577
2019-02-17 11:00:00,3586.78,32.577
2019-02-17 12:00:00,3571.71,32.577
2019-02-17 13:00:00,3562.98,32.577
2019-02-17 14:00:00,3571.84,32.577
2019-02-17 15:00:00,3571.27,32.577
2019-02-17 16:00:00,3571.12,32.577
2019-02-17 17:00:00,3573.7,32.577
2019-02-17 18:00:00,3572.27,32.577
2019-02-17 19:00:00,3569.71,32.577
2019-02-17 20:00:00,3571.18,32.577
2019-02-17 21:00:00,3592.1,32.577
2019-02-17 22:00:00,3595.8,32.577
2019-02-17 23:00:00,3617.62,32.577
2019-02-18 00:00:00,3641.27,32.577
2019-02-18 01:00:00,3668.78,32.577
2019-02-18 02:00:00,3656.62,32.577
2019-02-18 03:00:00,3684.48,32.577
2019-02-18 04:00:00,3675.81,32.577
2019-02-18 05:00:00,3668.66,32.577
2019-02-18 06:00:00,3690.96,32.577
2019-02-18 07:00:00,3703.36,32.577
2019-02-18 08:00:00,3702.09,32.577
2019-02-18 09:00:00,3703.73,32.577
2019-02-18 10:00:00,3696.2,32.577
2019-02-18 11:00:00,3697.52,32.577
2019-02-18 12:00:00,3714.9,32.577
2019-02-18 13:00:00,3774.21,32.577
2019-02-18 14:00:00,3808.4,32.577
2019-02-18 15:00:00,3796.89,32.577
2019-02-18 16:00:00,3868.32,32.577
2019-02-18 17:00:00,3857.72,32.577
2019-02-18 18:00:00,3882.68,32.577
2019-02-18 19:00:00,3877.92,32.577
2019-02-18 20:00:00,3864.18,32.577
2019-02-18 21:00:00,3862.58,32.577
2019-02-18 22:00:00,3850.85,32.577
2019-02-18 23:00:00,3866.29,32.577
2019-02-19 00:00:00,3916.95,32.577
2019-02-19 01:00:00,3879.37,32.577
2019-02-19 02:00:00,3864.1,32.577
2019-02-19 03:00:00,3864.14,32.577
2019-02-19 04:00:00,3873.55,32.577
2019-02-19 05:00:00,3867.32,32.577
2019-02-19 06:00:00,3873.35,32.577
2019-02-19 07:00:00,3887.49,32.577
2019-02-19 08:00:00,3887.16,32.577
2019-02-19 09:00:00,3873.72,32.577
2019-02-19 10:00:00,3861.78,32.577
2019-02-19 11:00:00,3868.7,32.577
2019-02-19 12:00:00,3887.1,32.577
2019-02-19 13:00:00,3933.15,32.577
2019-02-19 14:00:00,3947.99,32.577
2019-02-19 15:00:00,3946.62,32.577
2019-02-19 16:00:00,3944,32.577
2019-02-19 17:00:00,3932.08,32.577
2019-02-19 18:00:00,3930.22,32.577
2019-02-19 19:00:00,3939.94,32.577
2019-02-19 20:00:00,3933.72,32.577
2019-02-19 21:00:00,3914.13,32.577
2019-02-19 22:00:00,3907.52,32.577
2019-02-19 23:00:00,3895.34,32.577
2019-02-20 00:00:00,3876.55,32.577
2019-02-20 01:00:00,3886.46,32.577
2019-02-20 02:00:00,3895.21,32.577
2019-02-20 03:00:00,3901.63,32.577
2019-02-20 04:00:00,3892.4,32.577
2019-02-20 05:00:00,3878.95,32.577
2019-02-20 06:00:00,3881.71,32.577
2019-02-20 07:00:00,3891.62,32.577
2019-02-20 08:00:00,3896.38,32.577
2019-02-20 09:00:00,3908.97,32.577
2019-02-20 10:00:00,3933.7,32.577
2019-02-20 11:00:00,3928.09,32.577
2019-02-20 12:00:00,3937.43,32.577
2019-02-20 13:00:00,3939.32,32.577
2019-02-20 14:00:00,3916.35,32.577
2019-02-20 15:00:00,3912.33,32.577
2019-02-20 16:00:00,3919.03,32.577
2019-02-20 17:00:00,3919.57,32.577
2019-02-20 18:00:00,3916.06,32.577
2019-02-20 19:00:00,3918.7,32.577
2019-02-20 20:00:00,3930.56,32.577
2019-02-20 21:00:00,3927.87,32.577
2019-02-20 22:00:00,3923.24,32.577
2019-02-20 23:00:00,3932.35,32.577
2019-02-21 00:00:00,3924.08,32.577
2019-02-21 01:00:00,3919.41,32.577
2019-02-21 02:00:00,3921.1,32.577
2019-02-21 03:00:00,3926.31,32.577
2019-02-21 04:00:00,3933.53,32.577
2019-02-21 05:00:00,3941.69,32.577
2019-02-21 06:00:00,3941.97,31.828
2019-02-21 07:00:00,3930.24,31.747
2019-02-21 08:00:00,3920.03,31.369
2019-02-21 09:00:00,3904.87,30.977
2019-02-21 10:00:00,3892.09,31.238
2019-02-21 11:00:00,3884.74,31.969
2019-02-21 12:00:00,3893.53,31.739
2019-02-21 13:00:00,3903.91,31.739
2019-02-21 14:00:00,3900.96,31.739
2019-02-21 15:00:00,3893.52,31.739
2019-02-21 16:00:00,3889.51,31.739
2019-02-21 17:00:00,3892.13,31.739
2019-02-21 18:00:00,3885.85,31.739
2019-02-21 19:00:00,3885.05,31.739
2019-02-21 20:00:00,3893.91,31.739
2019-02-21 21:00:00,3898.15,31.739
2019-02-21 22:00:00,3892.51,31.739
2019-02-21 23:00:00,3890.65,31.739
2019-02-22 00:00:00,3900.14,31.739
2019-02-22 01:00:00,3903.07,31.739
2019-02-22 02:00:00,3916.92,31.739
2019-02-22 03:00:00,3913.16,31.739
2019-02-22 04:00:00,3912.43,31.739
2019-02-22 05:00:00,3918.86,31.739
2019-02-22 06:00:00,3913.23,30.982
2019-02-22 07:00:00,3892.76,30.78
2019-02-22 08:00:00,3917.54,30.808
2019-02-22 09:00:00,3923.3,30.768
2019-02-22 10:00:00,3924.04,30.79
2019-02-22 11:00:00,3923.07,31.027
2019-02-22 12:00:00,3936.36,30.561
2019-02-22 13:00:00,3945.2,30.561
2019-02-22 14:00:00,3940.42,30.561
2019-02-22 15:00:00,3927.11,30.561
2019-02-22 16:00:00,3932.76,30.561
2019-02-22 17:00:00,3929.09,30.561
2019-02-22 18:00:00,3939.97,30.561
2019-02-22 19:00:00,3940.61,30.561
2019-02-22 20:00:00,3934.22,30.561
2019-02-22 21:00:00,3938.7,30.561
2019-02-22 22:00:00,3942.69,30.561
2019-02-22 23:00:00,3947.32,30.561
2019-02-23 00:00:00,3936.24,30.561
2019-02-23 01:00:00,3939.78,30.561
2019-02-23 02:00:00,3939.58,30.561
2019-02-23 03:00:00,3937.48,30.561
2019-02-23 04:00:00,3927.19,30.561
2019-02-23 05:00:00,3923.54,30.561
2019-02-23 06:00:00,3925.68,30.561
2019-02-23 07:00:00,3926.83,30.561
2019-02-23 08:00:00,3916.56,30.561
2019-02-23 09:00:00,3920.98,30.561
2019-02-23 10:00:00,3934.11,30.561
2019-02-23 11:00:00,3940.13,30.561
2019-02-23 12:00:00,3933.93,30.561
2019-02-23 13:00:00,3932.88,30.561
2019-02-23 14:00:00,3931.27,30.561
2019-02-23 15:00:00,3921,30.561
2019-02-23 16:00:00,3958.38,30.561
2019-02-23 17:00:00,4012.2,30.561
2019-02-23 18:00:00,4097.84,30.561
2019-02-23 19:00:00,4105.89,30.561
2019-02-23 20:00:00,4139.29,30.561
2019-02-23 21:00:00,4122.49,30.561
