Trade Date,Open,High,Low,Close,Settle,Change,Total Volume,EFP,Prev. Day Open Interest
2019-05-20,0.016025641025641,0.023923444976077,0.013157894736842,0.0,0.015748031496063,0.66666666666667,-0.08006630333777,,-0.18216272388288
2019-05-17,-0.079646017699115,-0.041833810888252,-0.022508038585209,0.027581783194355,0.0095389507154213,-1.125,0.19565783151826,-1.0,-0.18038344634089
2019-05-16,-0.055710306406685,-0.0776955602537,-0.077151335311573,-0.07806031933767,-0.070901033973412,-0.0,-0.11379200227087,1.1377245508982,-0.13347129563972
2019-05-15,-0.07948717948718,-0.041054232133806,-0.053370786516854,-0.055834729201563,-0.066206896551724,-0.14285714285714,-0.12730594455669,,-0.13458238881862
2019-05-14,0.1271676300578,-0.0035353535353536,0.046443268665491,-0.077279752704791,-0.071702944942382,-1.4117647058824,-0.46031208873848,-1.0,-0.19474167229747
2019-05-13,-0.044198895027624,0.044854881266491,0.05981308411215,0.20185758513932,0.21085271317829,-2.8378378378378,-0.027498445899002,,-0.072952505609574
2019-05-10,-0.0093048713738368,-0.075609756097561,-0.10084033613445,-0.10773480662983,-0.1029207232267,8.25,-0.034815549742942,-1.0,-0.10883747281771
2019-05-09,0.017827298050139,0.08179419525066,0.026451983898792,-0.0082191780821917,-0.011004126547455,-1.6666666666667,0.097661344823578,4.8976660682226,-0.063330159671604
2019-05-08,0.11145510835913,-0.013020833333333,0.12556634304207,0.019553072625698,0.016783216783217,-0.87234042553192,-0.35111906843453,-0.83961992513677,-0.14679894796418
2019-05-07,0.0625,0.14285714285714,0.026578073089701,0.10562075355158,0.15136876006441,0.88,0.58377828404592,2.1429864253394,-0.032107342411724
2019-05-06,0.0066225165562914,0.10891089108911,0.059859154929578,0.13614035087719,0.087565674255692,-2.3888888888889,0.97773403324584,10.05,-0.09313688246261
2019-05-03,-0.01628664495114,-0.04776869893149,-0.034013605442177,-0.056291390728477,-0.059308072487644,17.0,-0.30204014337793,-0.92716678805535,-0.056665251597466
2019-05-02,0.068197633959638,0.028442146089205,0.035211267605634,-0.018205461638492,-0.0032840722495894,-1.0625,0.51443103527997,12.868686868687,-0.070589320393324
2019-05-01,-0.012371134020619,0.032710280373832,-0.010452961672474,0.068055555555556,0.055459272097054,-9.0,0.23082088872701,-0.22047244094488,-0.056857173234359
2019-04-30,0.013937282229965,0.026027397260274,0.01056338028169,-0.0068965517241379,-0.0068846815834767,-1.5,0.18413887915465,-0.61280487804878,-0.020955661435243
2019-04-29,-0.036912751677852,-0.026666666666667,0.0,0.0069444444444444,0.013961605584642,-1.4,-0.23799644643462,2.3131313131313,-0.056376072649992
2019-04-26,0.02054794520548,-0.022801302931596,-0.017301038062284,-0.033557046979866,-0.033726812816189,-3.0,-0.21395183621406,-0.057142857142857,0.015078109775165
2019-04-25,0.031802120141343,0.04778156996587,0.022646850672328,0.02054794520548,0.017152658662093,-0.44444444444444,0.25015391136724,,-0.088388522795348
2019-04-24,-0.0035211267605633,0.017361111111111,0.005693950177936,0.031802120141343,0.031858407079646,-10.0,0.35060385485674,,-0.0036266188057268
2019-04-23,-0.017301038062284,-0.023728813559322,-0.0070671378091872,0.0,-0.0035273368606702,-0.8,0.11208464710162,-1.0,-0.081016259239924
2019-04-22,-0.013651877133106,-0.02317880794702,-0.013937282229965,-0.024137931034483,-0.017331022530329,0.25,-0.28020251396648,,-0.0070132865530467
2019-04-18,0.0034246575342466,0.012064343163539,0.0070175438596491,-0.0082079343365253,-0.013675213675214,,-0.079275459870001,-1.0,-0.0033992595005185
2019-04-17,0.15415019762846,0.17019607843137,0.16326530612245,0.1696,0.16302186878728,,0.17746075682837,,5.706595696603
2019-04-16,-0.01556420233463,-0.049217002237136,-0.02390438247012,-0.010292953285827,0.0,-1.0,-0.072916895137411,-1.0,-0.20730420937407
2019-04-15,-0.066811909949165,-0.035251798561151,-0.015686274509804,-0.017120622568093,-0.015655577299413,-0.80952380952381,-0.10675522119039,1.2488262910798,-0.27056415318951
2019-04-12,-0.04375,-0.047945205479452,-0.072727272727273,-0.065454545454546,-0.075949367088608,0.75,0.012095494923858,-0.43650793650794,-0.12170553508358
2019-04-11,-0.04635761589404,-0.040105193951348,-0.038461538461538,-0.048442906574394,-0.04159445407279,-0.076923076923077,0.29661910271243,5.3,-0.14462246556218
2019-04-10,0.052264808362369,0.003960396039604,-0.0034843205574912,-0.046204620462046,-0.043117744610282,-2.0833333333333,-0.064338036300653,0.0,-0.10427799650257
2019-04-09,0.0,0.030612244897959,0.0056061667834618,0.057222609909281,0.041450777202072,3.0,-0.050360944853109,-0.91416309012876,-0.098514271623204
2019-04-08,-0.030405405405406,-0.012760241773002,-0.0020979020979022,-0.0013937282229965,0.010471204188482,-1.3333333333333,0.31712527644466,-0.24186550976139,-0.065202894613352
2019-04-05,-0.0067114093959731,-0.020394736842105,-0.027210884353741,-0.033670033670034,-0.030456852791878,3.5,-0.163154051468,,-0.076170122145997
2019-04-04,0.0033670033670034,-0.0097719869706841,0.017301038062284,-0.0046916890080429,-0.0067226890756302,,-0.25393798784554,-1.0,-0.045142267861552
2019-04-03,-0.01,0.0098684210526316,-0.020338983050848,0.0047138047138047,0.0,,0.37732382886787,2.0968858131488,-0.097985012053244
2019-04-02,-0.013157894736842,0.0,-0.0067340067340067,-0.0073529411764707,0.0,-1.0,-0.20081679073615,-0.80591000671592,-0.024256796057552
2019-04-01,-0.025641025641026,-0.034920634920635,-0.013289036544851,-0.022222222222222,-0.022988505747126,-0.125,-0.060633431426823,147.9,-0.036287590395585
2019-03-29,-0.042944785276074,-0.051204819277108,-0.034017971758665,-0.020486555697823,-0.0256,-0.33333333333333,0.18741350678107,-0.5,-0.033212441712969
2019-03-28,0.025157232704403,-0.023529411764706,-0.010793650793651,-0.041717791411043,-0.036979969183359,-3.0,-0.3335178011437,,-0.02170759416237
2019-03-27,-0.053571428571429,0.011904761904762,-0.0063091482649842,0.028391167192429,0.01883830455259,-1.3333333333333,0.10083173276249,-1.0,-0.020218395200557
2019-03-26,0.0090090090090091,-0.04,-0.039393939393939,-0.057108863771564,-0.053491827637444,-10.0,-0.27129178047562,-0.92240696753761,-0.041043325943564
2019-03-25,0.10411140583554,0.023391812865497,0.096345514950166,0.00059523809523798,0.0059790732436471,-0.93939393939394,-0.36772405297197,-0.38778477944741,-0.056013434956724
2019-03-22,-0.023948220064725,0.092651757188498,0.01006711409396,0.11479761114798,0.10945273631841,-7.6,1.3763085246327,,-0.11152481211292
2019-03-21,0.02317880794702,0.0064308681672026,0.0067567567567567,-0.027741935483871,-0.0163132137031,-2.25,-0.14730555950519,-1.0,0.029132864952209
2019-03-20,0.0066666666666666,0.0097402597402598,0.0033898305084746,0.029900332225914,0.013223140495868,1.0,-0.048523111612176,2.3315789473684,-0.054487866766735
2019-03-19,0.11111111111111,0.11191335740072,0.14341085271318,0.16216216216216,0.17021276595745,-1.1818181818182,1.0138647130943,,4.1036935704514
2019-03-18,-0.030172413793103,-0.007168458781362,-0.026415094339623,-0.04215976331361,-0.040816326530612,0.22222222222222,-0.1456706150106,-1.0,-0.13658018032206
2019-03-15,-0.010660980810235,-0.025157232704403,-0.036363636363636,-0.028735632183908,-0.032315978456014,2.0,0.0041551965927388,-0.082926829268293,-0.18764792426278
2019-03-14,-0.026297577854671,-0.036363636363636,-0.017857142857143,-0.009252669039146,-0.010657193605684,-0.625,-0.050371777007781,0.30573248407643,-0.20238778555849
2019-03-13,-0.039867109634552,-0.026229508196721,-0.024390243902439,-0.025658807212205,-0.027633851468048,-0.27272727272727,-0.13538035076497,,-0.097627789735385
2019-03-12,-0.10416666666667,-0.10082547169811,-0.040133779264214,-0.041860465116279,-0.036605657237937,-0.66666666666667,-0.19307105310701,-1.0,-0.024773257902299
2019-03-11,0.0029850746268657,-0.052513966480447,-0.096676737160121,-0.10149253731343,-0.098950524737631,32.0,-0.17754899879714,-0.96520618556701,-0.050497729840343
2019-03-08,0.037151702786378,0.034682080924855,0.033728919425359,0.0,-0.0029895366218237,-1.0769230769231,-0.16331194203036,0.61666666666667,-0.094387336518508
2019-03-07,0.038585209003215,0.066584463625154,0.037589112119248,0.040372670807453,0.040435458786936,0.083333333333333,0.62514551804424,12.714285714286,-0.11666155105382
2019-03-06,0.0097402597402598,0.026582278481013,0.015131578947368,0.034704370179949,0.038772213247173,2.0,0.12002025840239,-0.375,-0.051167757436516
2019-03-05,0.04406779661017,-0.040097205346294,0.051903114186851,0.013680781758958,0.013093289689034,-0.55555555555556,-0.48028404858844,,-0.058495121598257
2019-03-04,-0.057507987220447,0.048407643312102,-0.023648648648649,0.032279757901816,0.03035413153457,-1.6,1.1156015260302,-1.0,-0.064498200862161
2019-03-01,0.0,-0.01875,-0.032679738562092,-0.049840255591054,-0.048154093097913,6.5,-0.031509615825951,10.928571428571,-0.012294851223151
2019-02-28,-0.010745891276865,-0.024390243902439,-0.016709511568123,0.0032051282051282,-0.0063795853269538,1.0,-0.12669479211552,-0.6,-0.061392731164044
2019-02-27,0.014102564102564,0.026282853566959,0.01038961038961,-0.015772870662461,-0.0031796502384737,-1.3333333333333,0.32287399748128,,-0.057882716087798
2019-02-26,0.02970297029703,0.021086261980831,0.047619047619048,0.014724711907811,0.0096308186195827,-0.625,-0.21711379793472,-1.0,-0.0087657610975399
2019-02-25,-0.047169811320755,-0.021875,-0.029062087186262,0.031023102310231,0.026359143327842,-1.5714285714286,0.25880201188843,-0.3046875,-0.004164977332203
2019-02-22,0.025806451612903,-0.010513296227582,-0.016883116883117,-0.047169811320755,-0.044094488188976,-3.3333333333333,-0.24442536053777,-0.17817014446228,-0.036130453318175
2019-02-21,-0.051987767584098,-0.023550724637681,-0.0064516129032258,0.024484536082474,0.019261637239165,-1.4,-0.016704196917343,-0.377,-0.046250804730119
2019-02-20,0.0030674846625767,-0.01134328358209,-0.040247678018576,-0.049601959583588,-0.04594180704441,,0.30648372411519,3.1666666666667,0.036428763739801
2019-02-19,-0.03834808259587,-0.040114613180516,-0.0061538461538462,-0.0012232415902143,0.0,-1.0,-0.27803310506464,-0.95064774830352,0.0091968552307483
2019-02-15,0.011940298507463,0.0057636887608068,-0.019903498190591,-0.038235294117647,-0.035450516986706,-3.4,-0.079960579846868,1.2266483516484,0.014860506659953
2019-02-14,0.0,0.029673590504451,0.00790273556231,0.017964071856287,0.014992503748126,-6.0,0.46810194516923,,0.013739919906172
2019-02-13,0.024464831804281,0.029951100244499,0.068181818181818,0.060991105463786,0.0672,-0.91666666666667,0.13929275852353,-1.0,3.6149984575259
2019-02-12,-0.020958083832335,-0.037647058823529,-0.040498442367601,-0.034355828220859,-0.036979969183359,0.5,0.071460918395073,-0.34285714285714,-0.24623189937639
2019-02-11,-0.031884057971015,-0.042253521126761,-0.031382015691008,-0.021021021021021,-0.02406015037594,-0.27272727272727,-0.24601358964728,,-0.16191269222592
2019-02-08,0.055045871559633,-0.013888888888889,0.014696876913656,-0.033662217063262,-0.032023289665211,-1.6875,-0.22785355221992,-1.0,-0.16857176526043
2019-02-07,-0.009090909090909,0.076555023923445,0.016179215930305,0.053822629969419,0.048854961832061,-6.3333333333333,0.72500151597841,-0.59574468085106,-0.10240239049092
2019-02-06,-0.0060240963855423,-0.0017910447761195,0.0075235109717869,-0.012084592145015,-0.0090771558245082,,-0.12245739600101,-0.013123359580052,-0.090413825450085
2019-02-05,-0.026392961876833,-0.02332361516035,-0.030395136778116,0.0,0.0,-1.0,0.037658232216562,-0.47193347193347,-0.13007407097422
2019-02-04,-0.0058309037900873,-0.02,-0.029498525073746,-0.026470588235294,-0.029368575624082,4.0,-0.26693989071038,-0.71317829457364,-0.096286211330459
2019-02-01,-0.044568245125348,-0.033149171270718,-0.0029411764705883,-0.0058479532163744,-0.0058394160583942,-0.88235294117647,-0.012806936924337,5.6724137931034,-0.06681606832479
2019-01-31,-0.047745358090186,-0.05974025974026,-0.052924791086351,-0.047353760445682,-0.047287899860918,-0.10526315789474,0.032064500164962,,-0.019931515141034
2019-01-30,-0.015665796344647,-0.0153452685422,-0.040106951871658,-0.047745358090186,-0.050198150594452,3.75,0.013320517776362,,-0.050954002708137
2019-01-29,0.043596730245231,-0.018574297188755,0.024657534246575,-0.015665796344647,-0.010457516339869,-1.2352941176471,-0.13358678434035,-1.0,-0.063964296139251
2019-01-28,-0.044270833333333,0.034805194805195,0.0027472527472528,0.052197802197802,0.046511627906977,-1.9444444444444,0.19324073274,-0.53028263795424,-0.03440142412105
2019-01-25,-0.032745591939547,-0.044665012406948,-0.044619422572179,-0.054545454545455,-0.046936114732725,0.63636363636364,0.019995813548678,5.8165137614679,-0.0008078322673406
2019-01-24,-0.0099750623441396,-0.047281323877069,-0.023076923076923,-0.025316455696203,-0.02788339670469,0.22222222222222,-0.32046415871233,-0.44670050761421,-0.054138743235286
2019-01-23,0.098630136986301,0.041871921182266,0.068493150684932,-0.014471057884232,-0.022304832713755,-1.2432432432432,-0.18326729767408,0.088397790055249,-0.052869900076354
2019-01-22,-0.016172506738544,0.084981293425975,0.019553072625698,0.098082191780822,0.10095497953615,-10.25,0.57667020148462,-0.29019607843137,-0.050951159728042
2019-01-18,-0.018518518518518,-0.033074935400517,-0.029810298102981,-0.018817204301075,-0.010796221322537,-0.6,-0.023331575775836,-0.26934097421203,-0.051585760130996
2019-01-17,0.0053191489361701,0.010443864229765,0.0081967213114753,-0.013262599469496,-0.026281208935611,-3.5,0.032810160063792,,-0.078070334925594
2019-01-16,-0.023376623376623,-0.010335917312662,0.010491441192711,-0.0026455026455025,0.01062416998672,-1.5,0.39456732529598,-1.0,6.0844262295082
2019-01-15,0.0078534031413612,-0.051470588235294,-0.039257294429708,-0.018181818181818,-0.020806241872562,-3.0,-0.025982088605923,,-0.27567781515931
2019-01-14,-0.040201005025126,0.0039370078740157,-0.0026455026455025,0.010498687664042,0.010512483574245,-1.2352941176471,-0.038885856110907,-1.0,-0.30318551643979
2019-01-11,-0.017283950617284,-0.034679334916865,-0.045936395759717,-0.040302267002519,-0.042767295597484,2.4,0.022734945077774,-0.4,-0.14317303310096
2019-01-10,-0.019370460048426,0.012019230769231,0.0005050505050504,-0.019753086419753,-0.012422360248447,-0.5,-0.17694708044798,-0.96600418410042,-0.14414700741105
2019-01-09,-0.032786885245902,-0.041916167664671,-0.036496350364964,-0.019370460048426,-0.024242424242424,-0.375,-0.047019644984877,53.628571428571,-0.15390162812301
2019-01-08,-0.022883295194508,-0.035111111111111,-0.02375296912114,-0.032786885245902,-0.037339556592766,0.6,0.068639400996887,-0.96869409660107,-0.10505819550188
2019-01-07,-0.10266940451745,-0.089068825910931,-0.036613272311213,-0.029545454545454,-0.022805017103763,-0.79591836734694,-0.32198962537724,2.122905027933,-0.10691676436108
2019-01-04,0.0082815734989649,-0.01671974522293,-0.07689057879172,-0.09725071809602,-0.10051282051282,-2.96,-0.083697313085692,-0.36298932384342,-0.099387625818259
2019-01-03,0.0062499999999999,-0.029366306027821,0.024675324675325,0.026105263157895,0.054054054054054,-2.1904761904762,0.09643940011713,2.8758620689655,-0.06535200611827
2019-01-02,-0.047619047619048,0.026984126984127,-0.0375,-0.020618556701031,-0.043433298862461,-0.08695652173913,0.3616065570461,,-0.073041887410908
2018-12-31,-0.001980198019802,-0.03337169159954,-0.020408163265306,-0.041880679573291,-0.045409674234946,-4.8333333333333,-0.22030977003353,-1.0,-0.092948806593467
2018-12-28,0.02020202020202,-0.033370411568409,0.0040983606557378,0.0023762376237623,0.011988011988012,-0.14285714285714,-0.25591609423587,-0.1986183074266,-0.059538053373563
2018-12-27,-0.033203125,-0.0011111111111112,0.012448132780083,0.016096579476861,0.01418439716312,-1.2857142857143,0.17010648357522,7.2714285714286,-0.051412851053856
2018-12-26,0.060041407867495,0.040462427745665,0.012605042016807,-0.042389210019268,-0.047297297297297,-1.765625,0.39174136944497,-0.93870402802102,-0.084414850959529
2018-12-24,0.056892778993435,0.054878048780488,0.053097345132743,0.08125,0.065843621399177,0.015873015873016,-0.53621470525794,-0.45148895292988,-0.04307269936661
2018-12-21,0.029279279279279,0.035789473684211,0.033851784080512,0.056338028169014,0.069306930693069,2.9375,0.0062933390302739,,-0.067434077896944
2018-12-20,0.0068027210884353,0.053215077605322,0.048441247002398,0.018834080717489,0.017917133258679,0.14285714285714,0.24397617043894,,0.0016608863782076
2018-12-19,-0.059701492537313,-0.11429693637078,-0.082306338028169,-0.099717400080743,-0.095238095238095,-0.70833333333333,0.62771374241864,,2.748949619592
2018-12-18,0.065909090909091,0.047736625514403,0.066666666666667,0.062178387650086,0.05111821086262,-0.31428571428571,0.050308571861275,-1.0,-0.066746736845824
2018-12-17,0.067961165048544,0.10454545454545,0.038011695906433,0.068744271310724,0.080552359033372,0.75,0.078117824742584,44.454545454545,-0.16580226904376
2018-12-14,-0.026004728132388,0.035294117647059,0.0058823529411765,0.054106280193237,0.048250904704463,-3.8571428571429,-0.032893827842804,-0.28260869565217,-0.071901323706378
2018-12-13,-0.025345622119816,-0.021188392445878,0.0074074074074073,-0.021276595744681,-0.016607354685646,0.75,0.058865329752438,,-0.13948836224142
2018-12-12,0.018779342723005,-0.026457399103139,-0.015077821011673,-0.026243093922652,-0.0094007050528789,3.0,-0.24020008733971,-1.0,-0.15246833549417
2018-12-11,-0.011600928074246,-0.030434782608696,-0.02789598108747,0.019718309859155,-0.0023446658851114,-0.5,-0.21140950103,-0.85768500948767,-0.11756681832983
2018-12-10,0.080200501253133,0.040723981900452,0.084615384615384,-0.0046728971962616,-0.0046674445740958,-1.0666666666667,-0.16444404915743,0.64430577223089,-0.11530765577434
2018-12-07,0.036363636363636,-0.017777777777778,0.018276762402089,0.075376884422111,0.075282308657466,0.66666666666667,-0.26711706357575,-0.83975,-0.057833234303823
2018-12-06,-0.012820512820513,0.15384615384615,0.026809651474531,0.046267087276551,0.0473061760841,-3.25,30.137416427889,,-0.069010025404977
2018-12-05,0.16417910447761,-0.021084337349398,0.11676646706587,-0.019587628865979,-0.020592020592021,-1.1509433962264,-0.95747921172063,-1.0,-0.0053526790566243
2018-12-04,-0.014705882352941,0.16151603498542,0.027692307692308,0.16167664670659,0.15797317436662,-3.9444444444444,0.53777576542959,,-0.031072089089557
2018-12-03,-0.078590785907859,-0.097368421052632,-0.079320113314448,-0.053824362606232,-0.050919377652051,0.28571428571429,0.27206283949514,,-0.072010114397748
2018-11-30,0.016528925619835,-0.012987012987013,-0.027548209366391,-0.043360433604336,-0.038095238095238,-5.6666666666667,-0.062086115845651,-1.0,-0.047894023714404
2018-11-29,-0.026809651474531,0.018518518518519,0.011142061281337,0.013736263736264,0.008230452674897,-1.2727272727273,-0.11450627211322,,-0.010911077878753
2018-11-28,-0.031168831168831,-0.030769230769231,-0.03494623655914,-0.024128686327078,-0.029294274300932,2.6666666666667,0.035050578343079,-1.0,-0.037304052669756
2018-11-27,-0.058679706601467,-0.048780487804878,-0.013262599469496,-0.031168831168831,-0.0079260237780714,-0.90322580645161,0.081152170702894,,-0.018675896845148
2018-11-26,0.017412935323383,-0.0053372149442018,-0.050377833753149,-0.058679706601467,-0.075702075702076,-5.4285714285714,0.43465077788812,,-0.062925170068027
2018-11-23,-0.021897810218978,-0.0091346153846154,0.0040465351542742,0.017412935323383,0.017391304347826,-2.1666666666667,-0.32013358778626,,-0.032675617901156
2018-11-21,0.030075187969925,-0.098005203816132,-0.004030226700252,-0.098654708520179,-0.092446448703495,-1.1333333333333,-0.057657886923697,-1.0,4.4995259636482
2018-11-20,0.084239130434783,0.14726368159204,0.099722991689751,0.12004018081366,0.1129234629862,0.36363636363636,0.13746888207028,,-0.2578154842082
2018-11-19,-0.056410256410256,-0.018075232046898,-0.0055096418732781,0.087978142076503,0.090287277701778,-2.5,0.040897495128859,,-0.14397576884024
2018-11-16,-0.029850746268657,-0.037158984007526,-0.062015503875969,-0.059125964010283,-0.056774193548387,0.375,-0.29366278616071,-1.0,-0.19357435292485
2018-11-15,0.036082474226804,0.016252390057361,0.022187004754358,-0.032338308457712,-0.039653035935564,-2.0666666666667,0.032371229154613,,-0.12372763866762
2018-11-14,-0.0076726342710998,0.025490196078432,0.0069148936170212,0.035015447991761,0.038610038610039,-6.0,-0.053599401139498,-1.0,-0.19519046314059
2018-11-13,0.11714285714286,0.035532994923858,0.11045481393975,-0.0066496163682864,-0.0076628352490421,-1.0714285714286,0.029440305962268,,-0.085725535113466
2018-11-12,0.02880658436214,0.086596800882515,0.0029620853080569,0.11396011396011,0.12017167381974,3.2,0.23353430444924,-1.0,-0.055422664378872
2018-11-09,0.0125,0.047976878612717,0.029268292682927,0.032352941176471,0.029455081001473,2.3333333333333,0.14755671373452,,-0.026335497782057
2018-11-08,-0.099195710455764,-0.089952656496581,-0.02089552238806,0.014925373134328,0.0089153046062408,-1.0833333333333,-0.24743459158698,,-0.075119121923001
2018-11-07,-0.041623843782117,-0.040867810292634,-0.097035040431267,-0.10187667560322,-0.096644295302014,1.25,0.46307232064414,-1.0,-0.075037314483652
2018-11-06,-0.0046035805626598,-0.0094952523738132,-0.031331592689295,-0.039155074703761,-0.041184041184041,4.3333333333333,0.29012310252805,,-0.040673249672426
2018-11-05,-0.010126582278481,-0.021515892420538,0.025160599571734,-0.010198878123406,-0.0076628352490421,-1.5,-0.53387059020231,,-0.048647745600113
2018-11-02,-0.027093596059113,-0.0053501945525292,-0.028095733610822,0.0082262210796915,0.01556420233463,-1.3,0.026576681725184,,-0.023038437152776
2018-11-01,-0.021686746987952,-0.018615751789976,-0.024365482233503,-0.041871921182266,-0.049321824907522,0.53846153846154,0.064831196175047,-1.0,-0.10888159182829
2018-10-31,-0.043778801843318,-0.054176072234763,-0.04368932038835,-0.024038461538462,-0.031063321385902,0.083333333333333,-0.30872520530638,-0.39643347050754,-0.036312864220292
2018-10-30,0.026004728132388,-0.030634573304158,0.0098039215686276,-0.04147465437788,-0.02787456445993,-2.3333333333333,0.13577660429342,-0.62691914022518,-0.049429911091752
2018-10-29,0.0023696682464454,0.0088300220750553,-0.022051773729626,0.018779342723005,0.02135231316726,2.0,-0.38647368513725,-0.18752598752599,-0.021868797241213
2018-10-26,0.029268292682927,0.060889929742389,0.045090180360721,0.011396011396012,0.0071684587813619,-0.5,0.42525522239733,0.12857813233224,-0.03079471646417
2018-10-25,0.084656084656085,0.0,0.064533333333333,0.033873343151694,0.014545454545455,-0.83333333333333,-0.17925290007909,0.49648876404494,-0.037009141178342
2018-10-24,0.013404825737265,0.024963994239078,0.0080645161290322,0.077777777777778,0.095617529880478,8.0,-0.03803828794021,-0.44047151277014,0.0027724741634493
2018-10-23,-0.0053333333333334,0.075929752066116,0.030470914127424,0.015037593984962,0.010738255033557,0.0,0.71740950203148,-0.15504648074369,0.022123872588742
2018-10-22,0.019021739130435,0.016272965879265,0.0083798882681565,0.0037735849056604,0.010854816824966,,-0.17270326725259,6.3463414634146,-0.026676747452968
2018-10-19,0.072886297376093,-0.01038961038961,0.044950379451255,0.0092491838955387,0.0,-1.0,-0.26909053497942,-0.8975,-0.054901286190653
2018-10-18,-0.0057971014492754,0.047904191616766,0.0076470588235294,0.072971395213076,0.075912408759124,-9.6666666666667,0.23058536363038,6.1556350626118,0.058475846324075
2018-10-17,-0.14814814814815,-0.099509803921568,-0.031339031339031,-0.032203389830508,-0.031117397454031,-0.93877551020408,1.0301541118776,,4.8311826200588
2018-10-16,0.0,-0.042253521126761,-0.082112970711297,-0.1267883571781,-0.12173913043478,-13.25,-0.24626102320103,-1.0,-0.31889486371222
2018-10-15,-0.049295774647887,-0.074717636837532,0.0089709762532982,0.010972568578554,0.010037641154329,-1.16,-0.39176870940678,-0.80648535564854,-0.16840141246858
2018-10-12,0.049261083743842,-0.048760330578512,0.0026455026455027,-0.063084112149533,-0.059031877213695,-2.1904761904762,-0.43070194268541,-0.051587301587302,-0.20158818097876
2018-10-11,0.26875,0.18511263467189,0.2,0.049019607843137,0.052173913043478,-0.74698795180723,0.19148174316708,2.15,-0.27083146309496
2018-10-10,0.019108280254777,0.23383685800604,0.015473887814313,0.27340823970037,0.25978090766823,12.833333333333,0.93923518543777,-0.2967032967033,0.006887699761371
2018-10-09,0.032894736842105,-0.029325513196481,0.030564784053156,0.015852885225111,0.019138755980861,-0.33333333333333,-0.17362680151448,1.3947368421053,-0.15756449696933
2018-10-08,0.030508474576271,0.024024024024024,0.048780487804878,0.032743942370661,0.029556650246306,0.28571428571429,-0.23339198604903,0.19496855345912,-0.11437511801678
2018-10-05,0.053571428571429,0.060509554140127,0.028673835125448,0.038775510204082,0.023529411764706,-0.68181818181818,0.029563881194525,-0.41111111111111,-0.10923955811593
2018-10-04,0.0,0.11664295874822,0.020482809070958,0.05,0.079854809437386,-6.5,1.874487103486,-0.25,-0.11786743821273
2018-10-03,0.0050251256281407,-0.016783216783217,-0.0058181818181818,0.0035842293906811,-0.014311270125224,-5.0,0.096578886991103,,-0.027027027027027
2018-10-02,-0.0014336917562724,0.010600706713781,0.014760147601476,0.0035971223021582,0.0035906642728904,-2.0,-0.09963734851267,,-0.024116087286852
2018-10-01,-0.01063829787234,-0.024137931034483,-0.028673835125448,-0.0071428571428571,-0.0035778175313058,-0.66666666666667,0.11086180520143,-1.0,-0.050583750525471
2018-09-28,-0.024221453287197,0.0,-0.0035714285714286,-0.0070921985815603,-0.010619469026549,-0.5,0.19768524880522,-0.35384615384615,-0.030227785473059
2018-09-27,0.024822695035461,-0.0020646937370956,0.0093727469358328,-0.020833333333333,-0.020797227036395,-1.8571428571429,-0.19889178378775,,-0.047568411856584
